BusinessDate,CLS,BKC,OrderSource,Orders,SubTotal,Whoppers,Jrs,Duos,DuoOrders,DuoSubTotal
07/06/2023,1043,1816,Delivery,7,176.85,1,0,0,0,0
07/06/2023,1043,1816,Store,392,3739.04,54,100,37,34,336.04
07/07/2023,1043,1816,Delivery,17,348.56,4,0,0,0,0
07/07/2023,1043,1816,Store,435,4231.31,64,104,33,28,276.87
07/08/2023,1043,1816,Delivery,17,281.16,3,4,0,0,0
07/08/2023,1043,1816,Store,344,3840.62,53,75,25,23,254.65
07/09/2023,1043,1816,Delivery,18,463.45,7,1,0,0,0
07/09/2023,1043,1816,Store,222,2297.87,38,69,29,25,245.34
07/10/2023,1043,1816,Delivery,15,292.73,4,1,0,0,0
07/10/2023,1043,1816,Store,356,3338.43,57,85,35,33,299.17
07/11/2023,1043,1816,Delivery,16,272.52,3,2,0,0,0
07/11/2023,1043,1816,Store,361,3289,62,74,26,26,235.11
07/12/2023,1043,1816,Delivery,14,285.92,3,0,0,0,0
07/12/2023,1043,1816,Store,380,3787.64,54,108,39,33,386.36
07/13/2023,1043,1816,Delivery,18,371.75,4,0,0,0,0
07/13/2023,1043,1816,Store,378,3571.57,52,99,38,34,356.22
07/14/2023,1043,1816,Delivery,17,294.52,3,3,0,0,0
07/14/2023,1043,1816,Store,382,3792.88,54,70,25,23,211.97
07/15/2023,1043,1816,Delivery,11,255.33,4,1,0,0,0
07/15/2023,1043,1816,Store,300,3135.16,50,59,16,14,124.26
07/16/2023,1043,1816,Delivery,9,225.45,2,0,0,0,0
07/16/2023,1043,1816,Store,250,2639.46,36,63,26,23,237.88
07/17/2023,1043,1816,Delivery,13,277.04,3,6,0,0,0
07/17/2023,1043,1816,Store,373,3656.06,59,78,20,19,197
07/18/2023,1043,1816,Delivery,12,238.5,1,1,0,0,0
07/18/2023,1043,1816,Store,395,3722.29,48,86,28,27,207.07
07/19/2023,1043,1816,Delivery,4,76.57,0,0,0,0,0
07/19/2023,1043,1816,Store,400,3831.9,60,94,38,32,304.06
07/20/2023,1043,1816,Delivery,19,366.49,2,1,0,0,0
07/20/2023,1043,1816,Store,397,3968.96,51,114,40,33,277.89
07/21/2023,1043,1816,Delivery,13,302.76,2,1,0,0,0
07/21/2023,1043,1816,Store,431,4722.81,73,119,41,37,360.17
07/22/2023,1043,1816,Delivery,15,297.72,3,0,0,0,0
07/22/2023,1043,1816,Store,346,3593.09,48,83,28,25,285.44
07/23/2023,1043,1816,Delivery,15,298.92,8,1,0,0,0
07/23/2023,1043,1816,Store,293,2874.75,36,66,23,23,238.09
07/24/2023,1043,1816,Delivery,15,306.78,3,4,0,0,0
07/24/2023,1043,1816,Store,396,3853.97,72,78,24,24,312.36
07/25/2023,1043,1816,Delivery,19,363.28,3,0,0,0,0
07/25/2023,1043,1816,Store,391,3967.38,57,101,41,38,351.67
07/26/2023,1043,1816,Delivery,19,404.91,5,2,0,0,0
07/26/2023,1043,1816,Store,373,3479.41,43,99,43,32,352.51
07/27/2023,1043,1816,Delivery,20,402.73,6,5,0,0,0
07/27/2023,1043,1816,Store,414,4124.67,62,88,34,31,384.85
07/28/2023,1043,1816,Delivery,13,325.87,2,0,0,0,0
07/28/2023,1043,1816,Store,416,4220.19,56,103,42,33,384.49
07/29/2023,1043,1816,Delivery,14,264.22,4,2,0,0,0
07/29/2023,1043,1816,Store,349,3849.76,37,96,31,27,298.02
07/30/2023,1043,1816,Delivery,15,289.05,1,2,0,0,0
07/30/2023,1043,1816,Store,290,3382.18,48,100,32,31,301.03
07/31/2023,1043,1816,Delivery,13,250.88,5,3,0,0,0
07/31/2023,1043,1816,Store,413,4128.6,53,107,35,32,408.44
08/01/2023,1043,1816,Delivery,10,197.17,1,1,0,0,0
08/01/2023,1043,1816,Store,419,4014.84,54,137,53,49,457.41
08/02/2023,1043,1816,Delivery,18,419.6,4,1,0,0,0
08/02/2023,1043,1816,Store,380,3445.09,61,112,45,42,437.99
08/03/2023,1043,1816,Delivery,14,302.75,2,3,0,0,0
08/03/2023,1043,1816,Store,429,4494.65,66,146,54,37,468.44
08/04/2023,1043,1816,Delivery,17,330.62,6,0,0,0,0
08/04/2023,1043,1816,Store,408,4389.87,58,111,40,31,349.07
08/05/2023,1043,1816,Delivery,22,394.99,5,1,0,0,0
08/05/2023,1043,1816,Store,335,3513.84,46,63,25,23,285.18
08/06/2023,1043,1816,Delivery,10,183.37,4,0,0,0,0
08/06/2023,1043,1816,Store,253,2599.86,27,56,20,20,233.83
08/07/2023,1043,1816,Delivery,8,160.57,4,2,0,0,0
08/07/2023,1043,1816,Store,360,3456.4,60,86,33,29,283.05
08/08/2023,1043,1816,Delivery,12,176.59,2,0,0,0,0
08/08/2023,1043,1816,Store,404,3799.79,60,128,44,36,333.24
08/09/2023,1043,1816,Delivery,17,349.74,4,0,0,0,0
08/09/2023,1043,1816,Store,390,4046.33,64,102,36,32,310.19
08/10/2023,1043,1816,Delivery,13,271.26,3,0,0,0,0
08/10/2023,1043,1816,Store,362,3472.82,56,75,22,20,205.18
08/11/2023,1043,1816,Delivery,22,541.01,2,4,0,0,0
08/11/2023,1043,1816,Store,419,4577.2,64,115,37,34,375.08
08/12/2023,1043,1816,Delivery,19,413.78,8,3,0,0,0
08/12/2023,1043,1816,Store,298,3129.73,48,57,18,18,169.53
08/13/2023,1043,1816,Delivery,11,228.71,2,1,0,0,0
08/13/2023,1043,1816,Store,255,2597.98,28,59,24,19,204.97
08/14/2023,1043,1816,Delivery,15,279.83,2,1,0,0,0
08/14/2023,1043,1816,Store,396,4134.34,72,92,26,26,262.62
08/15/2023,1043,1816,Delivery,10,182.81,5,0,0,0,0
08/15/2023,1043,1816,Store,399,3943.11,57,104,34,26,333.87
08/16/2023,1043,1816,Delivery,17,283.35,7,2,0,0,0
08/16/2023,1043,1816,Store,418,4088.23,64,121,47,42,370.67
11/03/2022,1044,1840,Delivery,3,58.26,0,0,0,0,0
11/03/2022,1044,1840,Store,367,3846.69,73,45,0,0,0
11/04/2022,1044,1840,Delivery,3,45.27,0,1,0,0,0
11/04/2022,1044,1840,Store,397,4520.79,95,56,0,0,0
11/05/2022,1044,1840,Delivery,8,161.58,0,3,0,0,0
11/05/2022,1044,1840,Store,378,4581.67,79,40,0,0,0
11/06/2022,1044,1840,Delivery,4,82.72,0,0,0,0,0
11/06/2022,1044,1840,Store,337,4198.37,79,40,0,0,0
11/07/2022,1044,1840,Delivery,5,85.54,1,0,0,0,0
11/07/2022,1044,1840,Store,352,3681.47,55,23,0,0,0
11/08/2022,1044,1840,Delivery,4,50.62,1,0,0,0,0
11/08/2022,1044,1840,Store,341,3376.19,70,44,0,0,0
11/09/2022,1044,1840,Delivery,2,41.44,2,0,0,0,0
11/09/2022,1044,1840,Store,320,3524.22,58,34,0,0,0
11/10/2022,1044,1840,Delivery,3,59.83,1,1,0,0,0
11/10/2022,1044,1840,Store,343,3966.22,75,45,0,0,0
11/11/2022,1044,1840,Delivery,2,56.56,2,0,0,0,0
11/11/2022,1044,1840,Store,356,4170.68,79,39,0,0,0
11/12/2022,1044,1840,Delivery,4,83.71,1,1,0,0,0
11/12/2022,1044,1840,Store,346,4139.67,79,41,0,0,0
11/13/2022,1044,1840,Delivery,4,80.56,1,1,0,0,0
11/13/2022,1044,1840,Store,261,3216.25,68,36,0,0,0
11/14/2022,1044,1840,Delivery,5,68.73,2,1,0,0,0
11/14/2022,1044,1840,Store,306,2981.3,48,31,0,0,0
11/15/2022,1044,1840,Delivery,1,7.69,0,0,0,0,0
11/15/2022,1044,1840,Store,299,2972.93,56,25,0,0,0
11/16/2022,1044,1840,Delivery,6,121.38,0,1,0,0,0
11/16/2022,1044,1840,Store,359,3739.39,87,42,0,0,0
11/17/2022,1044,1840,Delivery,6,143.44,1,0,0,0,0
11/17/2022,1044,1840,Store,366,3924.99,79,43,0,0,0
11/18/2022,1044,1840,Delivery,8,172.31,2,0,0,0,0
11/18/2022,1044,1840,Store,410,4559.91,82,57,0,0,0
11/19/2022,1044,1840,Delivery,4,108.59,0,0,0,0,0
11/19/2022,1044,1840,Store,382,4991.45,119,46,0,0,0
11/20/2022,1044,1840,Delivery,4,92.07,0,1,0,0,0
11/20/2022,1044,1840,Store,300,3764.93,96,46,0,0,0
11/21/2022,1044,1840,Delivery,4,67.11,0,1,0,0,0
11/21/2022,1044,1840,Store,312,3450.34,74,47,0,0,0
11/22/2022,1044,1840,Delivery,8,137.61,5,0,0,0,0
11/22/2022,1044,1840,Store,359,4135.6,94,51,0,0,0
11/23/2022,1044,1840,Delivery,5,108.06,0,0,0,0,0
11/23/2022,1044,1840,Store,429,5205.42,111,73,0,0,0
11/25/2022,1044,1840,Delivery,6,126.22,3,1,0,0,0
11/25/2022,1044,1840,Store,375,4658.19,94,29,0,0,0
11/26/2022,1044,1840,Delivery,3,77.83,2,0,0,0,0
11/26/2022,1044,1840,Store,394,5211.25,116,48,0,0,0
11/27/2022,1044,1840,Delivery,4,76.06,1,1,0,0,0
11/27/2022,1044,1840,Store,361,4320.55,114,39,0,0,0
11/28/2022,1044,1840,Delivery,4,67.23,0,0,0,0,0
11/28/2022,1044,1840,Store,380,4285.1,84,62,0,0,0
11/29/2022,1044,1840,Delivery,6,118.32,1,1,0,0,0
11/29/2022,1044,1840,Store,421,4208.16,85,59,0,0,0
11/30/2022,1044,1840,Delivery,5,71.14,0,0,0,0,0
11/30/2022,1044,1840,Store,340,3719.2,111,45,0,0,0
12/01/2022,1044,1840,Delivery,6,94.1,1,0,0,0,0
12/01/2022,1044,1840,Store,365,3761.02,61,86,17,14,167.32
12/02/2022,1044,1840,Delivery,3,67.97,4,1,0,0,0
12/02/2022,1044,1840,Store,426,4862.64,98,92,23,22,316.93
12/03/2022,1044,1840,Delivery,6,135.99,4,0,0,0,0
12/03/2022,1044,1840,Store,321,4056.97,59,93,29,23,304.95
12/04/2022,1044,1840,Delivery,4,61.03,1,0,0,0,0
12/04/2022,1044,1840,Store,191,2361.13,49,41,9,8,84.24
12/05/2022,1044,1840,Delivery,3,45.43,0,0,0,0,0
12/05/2022,1044,1840,Store,360,3990.3,67,88,25,25,315.17
12/06/2022,1044,1840,Delivery,5,96.25,2,0,0,0,0
12/06/2022,1044,1840,Store,352,3905.12,57,93,26,24,323.82
12/07/2022,1044,1840,Delivery,5,78.06,0,0,0,0,0
12/07/2022,1044,1840,Store,357,3669.34,70,81,27,26,261.17
12/08/2022,1044,1840,Delivery,6,93.23,1,0,0,0,0
12/08/2022,1044,1840,Store,374,3970.75,88,69,21,19,245.81
12/09/2022,1044,1840,Delivery,11,193.17,3,4,0,0,0
12/09/2022,1044,1840,Store,398,4582.97,84,86,22,20,283.86
12/10/2022,1044,1840,Delivery,7,124.71,3,0,0,0,0
12/10/2022,1044,1840,Store,348,4508.22,101,76,15,13,184.61
12/11/2022,1044,1840,Delivery,4,93.36,2,0,0,0,0
12/11/2022,1044,1840,Store,281,3254.13,67,89,22,21,280.72
12/12/2022,1044,1840,Delivery,6,99.4,1,0,0,0,0
12/12/2022,1044,1840,Store,344,3565.88,97,83,23,21,227.73
12/13/2022,1044,1840,Delivery,4,58.29,0,0,0,0,0
12/13/2022,1044,1840,Store,288,3202.84,50,65,15,14,153.32
12/14/2022,1044,1840,Delivery,8,128.41,1,0,0,0,0
12/14/2022,1044,1840,Store,369,4075.77,106,95,28,27,313.74
12/15/2022,1044,1840,Delivery,2,46.94,0,0,0,0,0
12/15/2022,1044,1840,Store,167,1903.04,35,35,7,7,65.9
12/16/2022,1044,1840,Delivery,5,82.57,0,0,0,0,0
12/16/2022,1044,1840,Store,360,4426.4,83,83,23,22,299.31
12/17/2022,1044,1840,Delivery,1,18.8,0,0,0,0,0
12/17/2022,1044,1840,Store,381,4849.02,103,88,19,18,227.9
12/18/2022,1044,1840,Delivery,5,105.19,2,2,0,0,0
12/18/2022,1044,1840,Store,333,4249.04,75,93,22,20,319.22
12/19/2022,1044,1840,Delivery,9,173.84,3,1,0,0,0
12/19/2022,1044,1840,Store,326,3426.86,71,82,20,19,201.45
12/20/2022,1044,1840,Delivery,4,79.87,0,1,0,0,0
12/20/2022,1044,1840,Store,377,4249.56,80,81,18,17,181.69
12/21/2022,1044,1840,Delivery,6,157.74,1,0,0,0,0
12/21/2022,1044,1840,Store,385,4195.93,76,90,19,18,224.81
12/22/2022,1044,1840,Delivery,11,298.65,5,3,0,0,0
12/22/2022,1044,1840,Store,253,3135.09,58,74,20,20,304.45
12/23/2022,1044,1840,Delivery,6,122.48,4,0,0,0,0
12/23/2022,1044,1840,Store,338,4351.41,90,76,18,13,200.8
12/24/2022,1044,1840,Delivery,7,150.67,0,0,0,0,0
12/24/2022,1044,1840,Store,231,3038.92,43,55,15,15,198.26
12/26/2022,1044,1840,Delivery,10,194.33,2,1,0,0,0
12/26/2022,1044,1840,Store,324,4251.38,92,73,18,18,236.75
12/27/2022,1044,1840,Delivery,5,97.21,0,0,0,0,0
12/27/2022,1044,1840,Store,336,3982.53,67,74,16,15,260.18
12/28/2022,1044,1840,Delivery,9,135.82,1,0,0,0,0
12/28/2022,1044,1840,Store,377,4499.34,95,76,20,20,277.8
12/29/2022,1044,1840,Delivery,11,215.28,4,1,0,0,0
12/29/2022,1044,1840,Store,351,4198.6,84,87,22,20,222.32
12/30/2022,1044,1840,Delivery,9,168.2,2,0,0,0,0
12/30/2022,1044,1840,Store,392,4748.46,92,90,23,22,340.49
12/31/2022,1044,1840,Delivery,4,58.31,2,1,0,0,0
12/31/2022,1044,1840,Store,255,3142.79,55,55,16,15,222.9
01/01/2023,1044,1840,Delivery,0,0,0,0,0,0,0
01/01/2023,1044,1840,Store,128,1526.4,32,41,11,11,138.26
01/02/2023,1044,1840,Delivery,0,0,0,0,0,0,0
01/02/2023,1044,1840,Store,321,4027.81,90,94,27,25,339.91
01/03/2023,1044,1840,Delivery,8,141.85,1,2,0,0,0
01/03/2023,1044,1840,Store,338,3436.79,80,69,14,14,159.9
01/04/2023,1044,1840,Delivery,5,110.05,0,0,0,0,0
01/04/2023,1044,1840,Store,334,3248.54,83,65,17,17,184.66
01/05/2023,1044,1840,Delivery,4,53.75,1,1,0,0,0
01/05/2023,1044,1840,Store,331,3222.57,58,23,0,0,0
01/06/2023,1044,1840,Delivery,10,180.23,0,1,0,0,0
01/06/2023,1044,1840,Store,356,3825.5,69,29,0,0,0
01/07/2023,1044,1840,Delivery,4,72.41,1,0,0,0,0
01/07/2023,1044,1840,Store,298,3631.55,73,29,0,0,0
01/08/2023,1044,1840,Delivery,2,35.17,0,0,0,0,0
01/08/2023,1044,1840,Store,275,3265.17,58,40,0,0,0
01/09/2023,1044,1840,Delivery,7,106.47,1,0,0,0,0
01/09/2023,1044,1840,Store,306,3106.5,56,40,0,0,0
01/10/2023,1044,1840,Delivery,6,98.26,1,0,0,0,0
01/10/2023,1044,1840,Store,343,3382.33,49,55,0,0,0
01/11/2023,1044,1840,Delivery,2,40.73,2,0,0,0,0
01/11/2023,1044,1840,Store,302,2965.09,69,26,0,0,0
01/12/2023,1044,1840,Delivery,3,48.73,0,0,0,0,0
01/12/2023,1044,1840,Store,304,3019.64,41,38,0,0,0
01/13/2023,1044,1840,Delivery,5,104.68,1,0,0,0,0
01/13/2023,1044,1840,Store,387,4144.5,72,48,0,0,0
01/14/2023,1044,1840,Delivery,6,86.8,3,0,0,0,0
01/14/2023,1044,1840,Store,293,3226.15,56,24,0,0,0
01/15/2023,1044,1840,Delivery,6,96.9,0,0,0,0,0
01/15/2023,1044,1840,Store,271,3000.5,51,33,0,0,0
01/16/2023,1044,1840,Delivery,3,137.27,1,0,0,0,0
01/16/2023,1044,1840,Store,329,3743.72,71,46,0,0,0
01/17/2023,1044,1840,Delivery,6,132.96,1,2,0,0,0
01/17/2023,1044,1840,Store,280,2551.05,48,32,0,0,0
01/18/2023,1044,1840,Delivery,4,86.22,1,0,0,0,0
01/18/2023,1044,1840,Store,233,2408.07,37,37,0,0,0
01/19/2023,1044,1840,Delivery,5,89.3,2,1,0,0,0
01/19/2023,1044,1840,Store,284,2982.58,42,39,0,0,0
01/20/2023,1044,1840,Delivery,7,125.89,1,0,0,0,0
01/20/2023,1044,1840,Store,335,3698.69,73,32,0,0,0
01/21/2023,1044,1840,Delivery,5,128.1,1,0,0,0,0
01/21/2023,1044,1840,Store,294,3590.92,49,37,0,0,0
01/22/2023,1044,1840,Delivery,3,69.31,0,0,0,0,0
01/22/2023,1044,1840,Store,282,3413.02,58,49,0,0,0
01/23/2023,1044,1840,Delivery,4,75.48,2,2,0,0,0
01/23/2023,1044,1840,Store,265,2591.35,38,25,0,0,0
01/24/2023,1044,1840,Delivery,5,107.56,1,0,0,0,0
01/24/2023,1044,1840,Store,322,3146.61,61,30,0,0,0
01/25/2023,1044,1840,Delivery,6,128.89,0,0,0,0,0
01/25/2023,1044,1840,Store,205,2118.64,44,18,0,0,0
04/20/2023,1044,1840,Delivery,4,112.21,4,2,0,0,0
04/20/2023,1044,1840,Store,317,3447.13,62,39,0,0,0
04/21/2023,1044,1840,Delivery,10,208.78,1,0,0,0,0
04/21/2023,1044,1840,Store,418,4783.25,95,48,0,0,0
04/22/2023,1044,1840,Delivery,6,91.2,0,1,0,0,0
04/22/2023,1044,1840,Store,362,4377.43,79,49,0,0,0
04/23/2023,1044,1840,Delivery,5,65.51,1,0,0,0,0
04/23/2023,1044,1840,Store,390,4828.46,71,60,0,0,0
04/24/2023,1044,1840,Delivery,7,136.75,0,1,0,0,0
04/24/2023,1044,1840,Store,340,3418.64,73,38,0,0,0
04/25/2023,1044,1840,Delivery,7,167.25,1,0,0,0,0
04/25/2023,1044,1840,Store,319,3173.34,53,47,0,0,0
04/26/2023,1044,1840,Delivery,7,110.44,0,0,0,0,0
04/26/2023,1044,1840,Store,354,3671.46,81,46,0,0,0
04/27/2023,1044,1840,Delivery,5,97.68,0,0,0,0,0
04/27/2023,1044,1840,Store,387,4139.64,71,45,0,0,0
04/28/2023,1044,1840,Delivery,6,133.62,1,0,0,0,0
04/28/2023,1044,1840,Store,438,4686.29,76,48,0,0,0
04/29/2023,1044,1840,Delivery,6,108.98,0,0,0,0,0
04/29/2023,1044,1840,Store,352,4078.42,62,40,0,0,0
04/30/2023,1044,1840,Delivery,7,171.28,2,0,0,0,0
04/30/2023,1044,1840,Store,312,3728.98,66,29,0,0,0
05/01/2023,1044,1840,Delivery,10,244.3,3,3,0,0,0
05/01/2023,1044,1840,Store,349,3546.83,47,34,0,0,0
05/02/2023,1044,1840,Delivery,6,143.25,2,0,0,0,0
05/02/2023,1044,1840,Store,299,3058.93,59,31,0,0,0
05/03/2023,1044,1840,Delivery,8,213.89,2,0,0,0,0
05/03/2023,1044,1840,Store,344,3327.18,51,43,0,0,0
05/04/2023,1044,1840,Delivery,8,174.85,2,1,0,0,0
05/04/2023,1044,1840,Store,384,4175.61,71,44,0,0,0
05/05/2023,1044,1840,Delivery,11,234.11,2,0,0,0,0
05/05/2023,1044,1840,Store,468,5332.61,100,49,0,0,0
05/06/2023,1044,1840,Delivery,2,41.07,0,0,0,0,0
05/06/2023,1044,1840,Store,370,4453.86,79,39,0,0,0
05/07/2023,1044,1840,Delivery,9,237.04,3,0,0,0,0
05/07/2023,1044,1840,Store,353,4314.75,97,39,0,0,0
05/08/2023,1044,1840,Delivery,4,104.01,2,0,0,0,0
05/08/2023,1044,1840,Store,368,4036.08,70,47,0,0,0
05/09/2023,1044,1840,Delivery,7,185.28,4,1,0,0,0
05/09/2023,1044,1840,Store,359,3617.92,66,39,0,0,0
05/10/2023,1044,1840,Delivery,6,149.14,3,1,0,0,0
05/10/2023,1044,1840,Store,366,3702.53,68,41,0,0,0
05/11/2023,1044,1840,Delivery,4,113.39,2,0,0,0,0
05/11/2023,1044,1840,Store,402,4369.5,71,32,0,0,0
05/12/2023,1044,1840,Delivery,4,60.34,1,0,0,0,0
05/12/2023,1044,1840,Store,414,4578.92,74,59,0,0,0
05/13/2023,1044,1840,Delivery,12,252.71,6,0,0,0,0
05/13/2023,1044,1840,Store,423,5082.25,64,41,0,0,0
05/14/2023,1044,1840,Delivery,6,156.81,1,0,0,0,0
05/14/2023,1044,1840,Store,338,4042.54,53,48,0,0,0
05/15/2023,1044,1840,Delivery,13,240.8,1,0,0,0,0
05/15/2023,1044,1840,Store,344,3444.02,72,35,0,0,0
05/16/2023,1044,1840,Delivery,3,43.57,2,0,0,0,0
05/16/2023,1044,1840,Store,371,3824.15,57,60,0,0,0
05/17/2023,1044,1840,Delivery,4,66.23,1,0,0,0,0
05/17/2023,1044,1840,Store,377,4112.18,99,50,0,0,0
05/18/2023,1044,1840,Delivery,3,63.15,0,0,0,0,0
05/18/2023,1044,1840,Store,395,4419.17,92,91,22,20,302.57
05/19/2023,1044,1840,Delivery,12,241.19,4,0,0,0,0
05/19/2023,1044,1840,Store,464,5098.58,88,107,22,19,226.79
05/20/2023,1044,1840,Delivery,6,97.58,0,0,0,0,0
05/20/2023,1044,1840,Store,359,4242.69,71,72,12,12,128.94
05/21/2023,1044,1840,Delivery,3,51.33,1,0,0,0,0
05/21/2023,1044,1840,Store,355,4680.72,86,85,23,18,228.79
05/22/2023,1044,1840,Delivery,3,45.17,0,0,0,0,0
05/22/2023,1044,1840,Store,338,3435.07,52,79,23,21,254.03
05/23/2023,1044,1840,Delivery,7,180.72,3,0,0,0,0
05/23/2023,1044,1840,Store,365,3700.63,77,61,15,13,125.25
05/24/2023,1044,1840,Delivery,6,108.62,3,0,0,0,0
05/24/2023,1044,1840,Store,377,3973.22,91,93,28,27,293.86
05/25/2023,1044,1840,Delivery,7,113.85,0,0,0,0,0
05/25/2023,1044,1840,Store,373,4225.56,72,91,24,21,240.52
05/26/2023,1044,1840,Delivery,11,205.79,1,3,0,0,0
05/26/2023,1044,1840,Store,432,5027.14,73,122,39,34,426.19
05/27/2023,1044,1840,Delivery,7,149.97,2,0,0,0,0
05/27/2023,1044,1840,Store,355,4027.27,58,112,33,27,309.16
05/28/2023,1044,1840,Delivery,3,70.25,1,0,0,0,0
05/28/2023,1044,1840,Store,353,4262.31,79,73,21,21,213.23
05/29/2023,1044,1840,Delivery,4,68.65,0,0,0,0,0
05/29/2023,1044,1840,Store,364,4570.73,76,103,31,27,353.12
05/30/2023,1044,1840,Delivery,7,95.26,3,0,0,0,0
05/30/2023,1044,1840,Store,373,3683.13,49,87,26,25,260.63
05/31/2023,1044,1840,Delivery,4,94.02,1,2,0,0,0
05/31/2023,1044,1840,Store,367,3782.49,81,104,35,31,306.23
06/01/2023,1044,1840,Delivery,7,104.73,2,1,0,0,0
06/01/2023,1044,1840,Store,385,4400.59,61,120,41,36,440
06/02/2023,1044,1840,Delivery,6,189.36,3,0,0,0,0
06/02/2023,1044,1840,Store,432,4897.79,77,140,52,45,640.69
06/03/2023,1044,1840,Delivery,7,108.32,1,1,0,0,0
06/03/2023,1044,1840,Store,392,5108.82,96,100,23,21,204.06
06/04/2023,1044,1840,Delivery,7,194.79,0,0,0,0,0
06/04/2023,1044,1840,Store,346,4166.86,67,97,28,24,333.26
06/05/2023,1044,1840,Delivery,4,80.5,1,0,0,0,0
06/05/2023,1044,1840,Store,373,3779.12,56,112,40,37,351.16
06/06/2023,1044,1840,Delivery,7,107.93,2,0,0,0,0
06/06/2023,1044,1840,Store,352,3806.54,62,99,33,28,329.61
06/07/2023,1044,1840,Delivery,6,106.53,1,1,0,0,0
06/07/2023,1044,1840,Store,356,4215.07,63,80,23,22,274.16
06/08/2023,1044,1840,Delivery,7,148.25,2,0,0,0,0
06/08/2023,1044,1840,Store,370,3744.5,61,122,37,32,327.27
06/09/2023,1044,1840,Delivery,9,147.4,1,0,0,0,0
06/09/2023,1044,1840,Store,401,4722.4,74,125,43,37,424.78
06/10/2023,1044,1840,Delivery,7,140.77,3,0,0,0,0
06/10/2023,1044,1840,Store,335,4013.26,63,113,36,34,371.74
06/11/2023,1044,1840,Delivery,6,197.29,2,1,0,0,0
06/11/2023,1044,1840,Store,365,4619.96,66,113,38,34,362.44
06/12/2023,1044,1840,Delivery,9,138.48,0,1,0,0,0
06/12/2023,1044,1840,Store,342,3480.4,61,108,39,32,394.88
06/13/2023,1044,1840,Delivery,5,94.08,0,3,0,0,0
06/13/2023,1044,1840,Store,362,4082.46,65,92,26,25,359.24
06/14/2023,1044,1840,Delivery,5,90,2,0,0,0,0
06/14/2023,1044,1840,Store,378,4279.29,84,97,35,32,411.05
06/15/2023,1044,1840,Delivery,3,25.53,0,0,0,0,0
06/15/2023,1044,1840,Store,389,4368.15,81,110,32,26,319.61
06/16/2023,1044,1840,Delivery,5,120.37,1,0,0,0,0
06/16/2023,1044,1840,Store,406,4882.18,77,122,33,28,384.68
06/17/2023,1044,1840,Delivery,3,95.06,1,0,0,0,0
06/17/2023,1044,1840,Store,398,4692.72,71,124,49,38,443.68
06/18/2023,1044,1840,Delivery,4,67.4,1,0,0,0,0
06/18/2023,1044,1840,Store,374,4560.18,83,108,34,30,386.4
06/19/2023,1044,1840,Delivery,6,184.3,3,5,0,0,0
06/19/2023,1044,1840,Store,392,4288.98,81,76,31,27,310.39
06/20/2023,1044,1840,Delivery,9,220.55,5,0,0,0,0
06/20/2023,1044,1840,Store,353,4082.3,59,91,29,28,379.55
06/21/2023,1044,1840,Delivery,10,214.75,4,1,0,0,0
06/21/2023,1044,1840,Store,346,3371.34,56,93,31,30,315.71
06/22/2023,1044,1840,Delivery,8,249.93,2,0,0,0,0
06/22/2023,1044,1840,Store,376,4182.54,71,99,34,28,333.95
06/23/2023,1044,1840,Delivery,7,176.4,5,1,0,0,0
06/23/2023,1044,1840,Store,421,5368.83,102,106,35,31,424.78
06/24/2023,1044,1840,Delivery,7,138.54,1,0,0,0,0
06/24/2023,1044,1840,Store,396,4830.09,79,142,40,39,448.95
06/25/2023,1044,1840,Delivery,4,94.52,1,1,0,0,0
06/25/2023,1044,1840,Store,395,5008.97,87,113,33,29,303.85
06/26/2023,1044,1840,Delivery,5,94.88,1,0,0,0,0
06/26/2023,1044,1840,Store,377,4002.61,67,101,35,28,371.47
06/27/2023,1044,1840,Delivery,5,113.15,3,0,0,0,0
06/27/2023,1044,1840,Store,422,4538.82,73,88,28,27,288.75
06/28/2023,1044,1840,Delivery,8,120.62,1,0,0,0,0
06/28/2023,1044,1840,Store,378,3866.65,65,105,32,27,318.81
06/29/2023,1044,1840,Delivery,4,87.09,2,0,0,0,0
06/29/2023,1044,1840,Store,411,4624.97,91,105,38,35,389.21
06/30/2023,1044,1840,Delivery,9,207.14,1,0,0,0,0
06/30/2023,1044,1840,Store,392,4724.99,91,134,46,40,436.92
07/01/2023,1044,1840,Delivery,8,231.96,3,0,0,0,0
07/01/2023,1044,1840,Store,373,4295.74,68,111,42,40,550.57
07/02/2023,1044,1840,Delivery,6,141.32,0,0,0,0,0
07/02/2023,1044,1840,Store,330,3967.85,66,82,30,25,349.98
07/03/2023,1044,1840,Delivery,5,124.04,1,0,0,0,0
07/03/2023,1044,1840,Store,365,4126.48,86,100,33,30,337.46
07/04/2023,1044,1840,Delivery,4,94.86,0,0,0,0,0
07/04/2023,1044,1840,Store,293,3660.35,75,54,15,13,197.71
07/05/2023,1044,1840,Delivery,3,108.32,1,1,0,0,0
07/05/2023,1044,1840,Store,392,4461,82,128,42,37,439.03
07/06/2023,1044,1840,Delivery,6,117.91,1,2,0,0,0
07/06/2023,1044,1840,Store,373,3873.95,58,109,41,34,388.11
07/07/2023,1044,1840,Delivery,4,83.5,0,1,0,0,0
07/07/2023,1044,1840,Store,423,4658.97,78,96,30,28,359.56
07/08/2023,1044,1840,Delivery,10,194.43,1,0,0,0,0
07/08/2023,1044,1840,Store,395,4990.14,82,119,38,35,475.89
